============================================================ PARSE TREE ======================================================================
lexeme                 lineno                 tokenName              valueIfNumber          parentNodeSymbol            isLeafNode(yes/no)     nodeSymbol            
----                   --                     ----                   ----                   <otherStmts>                no                     <stmt>                
----                   --                     ----                   ----                   <otherStmts>                no                     <otherStmts>          
write                  49                     TK_WRITE               ----                   <ioStmt>                    yes                    TK_WRITE              
----                   --                     ----                   ----                   <stmt>                      no                     <ioStmt>              
(                      49                     TK_OP                  ----                   <ioStmt>                    yes                    TK_OP                 
d4                     49                     TK_ID                  ----                   <singleOrRecId>             yes                    TK_ID                 
----                   --                     ----                   ----                   <var>                       no                     <singleOrRecId>       
.                      49                     TK_DOT                 ----                   <oneExpansion>              yes                    TK_DOT                
----                   --                     ----                   ----                   <option_single_constructed> no                     <oneExpansion>        
physics                49                     TK_FIELDID             ----                   <oneExpansion>              yes                    TK_FIELDID            
----                   --                     ----                   ----                   <singleOrRecId>             no                     <option_single_constructed>
----                   --                     ----                   ----                   <option_single_constructed> no                     <moreExpansions>      
----                   --                     ----                   ----                   <ioStmt>                    no                     <var>                 
)                      49                     TK_CL                  ----                   <ioStmt>                    yes                    TK_CL                 
;                      49                     TK_SEM                 ----                   <ioStmt>                    yes                    TK_SEM                
----                   --                     ----                   ----                   <otherStmts>                no                     <stmt>                
----                   --                     ----                   ----                   <otherStmts>                no                     <otherStmts>          
write                  50                     TK_WRITE               ----                   <ioStmt>                    yes                    TK_WRITE              
----                   --                     ----                   ----                   <stmt>                      no                     <ioStmt>              
(                      50                     TK_OP                  ----                   <ioStmt>                    yes                    TK_OP                 
d4                     50                     TK_ID                  ----                   <singleOrRecId>             yes                    TK_ID                 
----                   --                     ----                   ----                   <var>                       no                     <singleOrRecId>       
.                      50                     TK_DOT                 ----                   <oneExpansion>              yes                    TK_DOT                
----                   --                     ----                   ----                   <option_single_constructed> no                     <oneExpansion>        
chemistry              50                     TK_FIELDID             ----                   <oneExpansion>              yes                    TK_FIELDID            
----                   --                     ----                   ----                   <singleOrRecId>             no                     <option_single_constructed>
----                   --                     ----                   ----                   <option_single_constructed> no                     <moreExpansions>      
----                   --                     ----                   ----                   <ioStmt>                    no                     <var>                 
)                      50                     TK_CL                  ----                   <ioStmt>                    yes                    TK_CL                 
;                      50                     TK_SEM                 ----                   <ioStmt>                    yes                    TK_SEM                
----                   --                     ----                   ----                   <otherStmts>                no                     <stmt>                
----                   --                     ----                   ----                   <otherStmts>                no                     <otherStmts>          
----                   --                     ----                   ----                   <otherStmts>                no                     <otherStmts>          
return                 51                     TK_RETURN              ----                   <returnStmt>                yes                    TK_RETURN             
----                   --                     ----                   ----                   <stmts>                     no                     <returnStmt>          
----                   --                     ----                   ----                   <returnStmt>                no                     <optionalReturn>      
;                      51                     TK_SEM                 ----                   <returnStmt>                yes                    TK_SEM                
end                    52                     TK_END                 ----                   <mainFunction>              yes                    TK_END                
                       -1                     $                      ----                   ----                        yes                    $                     
